145;01/05/2024 20:36:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
146;01/05/2024 20:37:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
147;01/05/2024 20:37:07 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
148;01/05/2024 20:37:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
149;01/05/2024 20:37:23 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 B2 | 19,7;6;GroupValueWrite;LL_ACK
150;01/05/2024 20:38:26 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;74 26 1C | Wednesday, 20:38:28;6;GroupValueWrite;LL_ACK
151;01/05/2024 20:38:26 a  S=0;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
152;01/05/2024 20:40:54 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
153;01/05/2024 20:41:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
154;01/05/2024 20:42:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
155;01/05/2024 20:42:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
156;01/05/2024 20:42:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
157;01/05/2024 20:42:23 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 A8 | 19,6;6;GroupValueWrite;LL_ACK
158;01/05/2024 20:45:54 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
159;01/05/2024 20:46:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
160;01/05/2024 20:47:05 a  S=2;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
161;01/05/2024 20:47:08 a  S=4;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
162;01/05/2024 20:47:10 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
163;01/05/2024 20:47:23 a  S=0;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 A8 | 19,6;6;GroupValueWrite;LL_ACK
164;01/05/2024 20:48:26 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;74 30 1C | Wednesday, 20:48:28;6;GroupValueWrite;LL_ACK
165;01/05/2024 20:48:26 a  S=4;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
166;01/05/2024 20:50:54 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
167;01/05/2024 20:51:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
168;01/05/2024 20:52:05 a  S=2;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
169;01/05/2024 20:52:08 a  S=4;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
170;01/05/2024 20:52:10 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 B8 | 17,2;6;GroupValueWrite;LL_ACK
171;01/05/2024 20:52:23 a  S=0;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 9E | 19,5;6;GroupValueWrite;LL_ACK
172;01/05/2024 20:55:55 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
173;01/05/2024 20:56:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
174;01/05/2024 20:57:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
175;01/05/2024 20:57:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
176;01/05/2024 20:57:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 B8 | 17,2;6;GroupValueWrite;LL_ACK
177;01/05/2024 20:57:23 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 9E | 19,5;6;GroupValueWrite;LL_ACK
178;01/05/2024 20:58:26 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;74 3A 1C | Wednesday, 20:58:28;6;GroupValueWrite;LL_ACK
179;01/05/2024 20:58:26 a  S=0;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
180;01/05/2024 21:00:55 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
181;01/05/2024 21:01:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
182;01/05/2024 21:02:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
183;01/05/2024 21:02:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
184;01/05/2024 21:02:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
185;01/05/2024 21:02:23 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 94 | 19,4;6;GroupValueWrite;LL_ACK
186;01/05/2024 21:05:55 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
187;01/05/2024 21:06:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
188;01/05/2024 21:07:05 a  S=2;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
189;01/05/2024 21:07:08 a  S=4;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
190;01/05/2024 21:07:10 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
191;01/05/2024 21:07:22 a  S=0;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 94 | 19,4;6;GroupValueWrite;LL_ACK
192;01/05/2024 21:08:26 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;75 08 1C | Wednesday, 21:08:28;6;GroupValueWrite;LL_ACK
193;01/05/2024 21:08:26 a  S=4;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
194;01/05/2024 21:10:55 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
195;01/05/2024 21:11:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
196;01/05/2024 21:12:05 a  S=2;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
197;01/05/2024 21:12:08 a  S=4;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
198;01/05/2024 21:12:10 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 B8 | 17,2;6;GroupValueWrite;LL_ACK
199;01/05/2024 21:12:22 a  S=0;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 94 | 19,4;6;GroupValueWrite;LL_ACK
200;01/05/2024 21:15:55 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
201;01/05/2024 21:16:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
202;01/05/2024 21:17:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
203;01/05/2024 21:17:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
204;01/05/2024 21:17:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
205;01/05/2024 21:17:22 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 94 | 19,4;6;GroupValueWrite;LL_ACK
206;01/05/2024 21:18:26 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;75 12 1C | Wednesday, 21:18:28;6;GroupValueWrite;LL_ACK
207;01/05/2024 21:18:26 a  S=0;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
208;01/05/2024 21:20:55 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
209;01/05/2024 21:21:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
210;01/05/2024 21:22:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
211;01/05/2024 21:22:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
212;01/05/2024 21:22:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 B8 | 17,2;6;GroupValueWrite;LL_ACK
213;01/05/2024 21:22:22 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 8A | 19,3;6;GroupValueWrite;LL_ACK
214;01/05/2024 21:25:55 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
215;01/05/2024 21:26:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
216;01/05/2024 21:26:33 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;06 A4 | 17;6;GroupValueWrite;LL_ACK
217;01/05/2024 21:27:05 a  S=4;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
218;01/05/2024 21:27:08 a  S=6;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
219;01/05/2024 21:27:10 a  S=0;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 C2 | 17,3;6;GroupValueWrite;LL_ACK
220;01/05/2024 21:27:20 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
221;01/05/2024 21:27:22 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 8A | 19,3;6;GroupValueWrite;LL_ACK
222;01/05/2024 21:28:26 a  S=6;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/2;HORA;75 1C 1C | Wednesday, 21:28:28;6;GroupValueWrite;LL_ACK
223;01/05/2024 21:28:26 a  S=0;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;0/0/1;FECHA;01 05 18 | no day, 1:05:24;6;GroupValueWrite;LL_ACK
224;01/05/2024 21:30:55 a  S=2;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
225;01/05/2024 21:31:16 a  S=4;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
226;01/05/2024 21:32:05 a  S=6;Bajo;1.1.5;Z35 ZONA 4;1/4/1;ZONA 4 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
227;01/05/2024 21:32:08 a  S=0;Bajo;1.1.4;Z35 ZONA 3;1/3/1;ZONA 3 - AMBIENTE;07 62 | 18,9;6;GroupValueWrite;LL_ACK
228;01/05/2024 21:32:10 a  S=2;Bajo;1.1.3;Z41 Pro ZONA 1 ZONA 2;1/1/1;ZONA 1 - AMBIENTE;06 B8 | 17,2;6;GroupValueWrite;LL_ACK
229;01/05/2024 21:32:22 a  S=4;Bajo;1.1.6;Z35 ZONA 5;1/5/1;ZONA 5 - AMBIENTE;07 8A | 19,3;6;GroupValueWrite;LL_ACK
230;01/05/2024 21:35:55 a  S=6;Bajo;1.1.1;KLIC-MITT v2;2/1/9;AA - TEMP. INTERNA;07 08 | 18;6;GroupValueWrite;LL_ACK
231;01/05/2024 21:36:16 a  S=0;Bajo;1.1.7;Z35 ZONA 6;1/6/1;ZONA 6 - AMBIENTE;07 44 | 18,6;6;GroupValueWrite;LL_ACK
